Pleuronectidae,Poecilopsetta,genus
Mordellidae,Mordellistena,genus
Cosmosoma,Cosmosoma festivum,species
Thyrididae,Macroprota,genus
Idaea,Idaea combinata,species
Fissurella,Fissurella nodosa,species
Mytilidae,Arcuatula,genus
Euconnus,Euconnus,species
Tyrannidae,Inezia,genus
Luceria,Luceria oculalis,species
Platycheirus,Platycheirus groenlandicus,species
Fluminicola,Fluminicola modoci,species
Aphidius,Aphidius gifuensis,species
Ichneumonidae,Leurus,genus
Thrips,Thrips australis,species
Serranidae,Hypoplectrus,genus
Diachrysia,Diachrysia aereoides,species
Cymindis,Cymindis unicolor,species
Dicyema,Dicyema sp.,species
Anticlea,Anticlea vasiliata,species
Automeris,Automeris pastaziana,species
Characiformes,Crenuchidae,family
Geolycosa,Geolycosa latifrons,species
Chirothrips,Chirothrips manicatus,species
Ancylis,Ancylis laetana,species
Megaselia,Megaselia oligoseta,species
Geometridae,Acasis,genus
Spisula,Spisula discors,species
Trypodendron,Trypodendron domesticum,species
Pollenia,Pollenia labialis,species
Amphipsalta,Amphipsalta zelandica,species
Coleophora,Coleophora JFL020,species
Baetidae,Fallceon,genus
Megaselia,Megaselia aequaliseta,species
Labridae,Labrus,genus
Biston,Biston panterinaria,species
Halosbaenidae,Halosbaena,genus
Agaricomycetes,Agaricales,order
Barbitistes,Barbitistes ocskayi,species
Baetis,Baetis intercalaris,species
Pinirampus,Pinirampus pirinampu,species
Mytilopsis,Mytilopsis sallei,species
Arhopala,Arhopala major,species
Dastarcus,Dastarcus helophoroides,species
Syntherata,Syntherata escarlata,species
Ophidiidae,Bassogigas,genus
Myxosargus,Myxosargus nigricormis,species
Cecidomyiidae,Winnertzia,genus
Petrolisthes,Petrolisthes armatus,species
Sybistroma,Sybistroma obscurella,species
Chaetopteryx,Chaetopteryx villosa,species
Parupeneus,Parupeneus multifasciatus,species
Pidonia,Pidonia scripta,species
Stichaster,Stichaster striatus,species
Acatapaustus,Acatapaustus leucospila,species
Maxomys,Maxomys surifer,species
Paectes,Paectes devincta,species
Sparidae,Dentex,genus
Leptophlebia,Leptophlebia intermedia,species
Anelasma,Anelasma squalicola,species
Ancistrocerus,Ancistrocerus trifasciatus,species
Ephestiodes,Ephestiodes gilvescentella,species
Isotomurus,Isotomurus maculatus,species
Trichoptera,Molannidae,family
Symmetrischema,Symmetrischema apache,species
Cyprinidae,Ctenopharyngodon,genus
Ophion,Ophion sp. RBoph005,species
Platynota,Platynota larreana,species
Sisoridae,Oreoglanis,genus
Chilo,Chilo orichalcociliella,species
Zatypota,Zatypota percontatoria,species
Stomiidae,Idiacanthus,genus
Orthosia,Orthosia praeses,species
Phaeophyceae,Laminariales,order
Carcharias,Carcharias taurus,species
Quedius,Quedius microps,species
Pygophora,Lithoglyptidae,family
Pemphigus,Pemphigus populitransversus,species
Balanidae,Wanella,genus
Tenebrionidae,Bolitophagus,genus
Scophthalmidae,Lepidorhombus,genus
gelMalaise01,gelMalaise01 Malaise8081,species
Apanteles,Apanteles osvaldoespinozai,species
Paridnea,Paridnea sp. 2YB,species
Hybosoridae,Hybosorus,genus
Ennearthron,Ennearthron chujoi,species
Julidae,Ommatoiulus,genus
Crenuchidae,Crenuchus,genus
Aurelia,Aurelia aurita,species
Hebecnema,Hebecnema umbratica,species
Gastrinopa,Gastrinopa sp. ANIC6,species
Gavialis,Gavialis gangeticus,species
Lorisidae,Nycticebus,genus
Zaira,Zaira Malaise5075,species
Lasioderma,Lasioderma redtenbacheri,species
Tortricodes,Tortricodes alternella,species
Cotesia,Cotesia sp. 2,species
Artedius,Artedius harringtoni,species
Pseudodontoideus,Pseudodontoideus subvexus,species
Syrphidae,Meliscaeva,genus
ennoMalaise01,ennoMalaise01 Malaise0634,species
Ptichodis,Ptichodis immunis,species
Scarabaeidae,Labarrus,genus
Therevidae,Dialineura,genus
Acartia,Acartia longiremis,species
Lubomirskiidae,Baikalospongia,genus
Xylophanes,Xylophanes yuliyae,species
Ichneumonidae,Cratocryptus,genus
Pyralidae,Eurythmidia,genus
Callionymidae,Synchiropus,genus
Encyrtidae,Anagyrus,genus
Thalamita,Thalamita admete,species
Philopteridae,Craspedonirmus,genus
Salticidae,Chira,genus
Diestramima,Diestramima austrosinensis,species
Nicholsina,Nicholsina usta,species
Procamallanus,Procamallanus istiblenni,species
Ocypode,Ocypode ceratophthalmus,species
Syringophilidae,Stibarokris,genus
Culicoides,Culicoides subschultzei,species
Hemipristis,Hemipristis elongata,species
Lasius,Lasius fuliginosus,species
Agrotis,Agrotis clavis,species
Leuctra,Leuctra braueri,species
Odorrana,Odorrana kweichowensis,species
Formicidae,Mycocepurus,genus
Hemiramphidae,Hemiramphus,genus
Noctuidae,Gonodes,genus
Protitame,Protitame virginalis,species
Lumbricidae,Allolobophora,genus
Tetramorium,Tetramorium tosii,species
Actinomycetales,Microbacteriaceae,family
opiMalaise01,opiMalaise01 Malaise9753,species
Noctuidae,Ataboruza,genus
Calydna,Calydna sturnula,species
Phyllodocida,Hesionidae,family
Chelonus,Chelonus sergoriosi,species
Haemulon,Haemulon plumierii,species
Granulifusus,Granulifusus kiranus,species
Lycaenidae,Tajuria,genus
Pelochrista,Pelochrista cataclystiana,species
Lutomyia,Lutomyia spurca,species
Nototheniidae,Lindbergichthys,genus
Pseudoamblyteles,Pseudoamblyteles homocerus,species
Chorebus,Chorebus bathyzonus,species
Euglossa,Euglossa mixta,species
Austrosciara,Austrosciara sp. 4_TM,species
Pithanus,Pithanus maerkelii,species
Parnassius,Parnassius imperator,species
Heteromysis,Heteromysis formosa,species
Ophidiiformes,Ophidiidae,family
Carabidae,Elaphrus,genus
Pantydia,Pantydia metaspila,species
Clepsis,Clepsis virescana,species
Paraphronima,Paraphronima gracilis,species
Microgaster,Microgaster parvistriga,species
Bothus,Bothus robinsi,species
Coleoptera,Byturidae,family
Hoplostethus,Hoplostethus crassispinus,species
Cyprinidae,Megalobrama,genus
Leptocorisa,Leptocorisa acuta,species
Nemophora,Nemophora degeerella,species
Beryciformes,Berycidae,family
Conus,Conus ebraeus,species
Fridericia,Fridericia waldenstroemi,species
Cryptasterina,Cryptasterina hystera,species
Zeus,Zeus faber,species
Coleophora,Coleophora cervinella,species
Phyllostomidae,Hylonycteris,genus
Philodromidae,Philodromus,genus
Myrmecina,Myrmecina sp. 2 ITOdet,species
Areva,Areva trigemmis,species
Lycaenidae,Zizina,genus
Anisopodidae,Olbiogaster,genus
Limnephilus,Limnephilus coenosus,species
Hermetia,Hermetia illucens,species
Cerambycidae,Euderces,genus
Phyllostomidae,Desmodus,genus
Dolichopus,Dolichopus sp. nr. discolor,species
Isopoda,Ligiidae,family
Soricomorpha,Talpidae,family
Tybalmia,Tybalmia funeraria,species
Aroga,Aroga morenella,species
Parastromateus,Parastromateus niger,species
Mycetophilidae,Rymosia,genus
Braconidae,Phanerotomella,genus
Hydrillodes,Hydrillodes melanozona,species
Psilopleura,Psilopleura vittata,species
Formicidae,Parasyscia,genus
Amblyseius,Amblyseius sp. JCS02,species
Aradidae,Usumbaraia,genus
Attelabidae,Auletobius,genus
Platycheirus,Platycheirus antennatum,species
Coleophora,Coleophora glaucicolella,species
Erebidae,Mesothen,genus
Rhizostomeae,Rhizostomatidae,family
Eurylophella,Eurylophella funeralis,species
Asteroidea,Velatida,order
Sericomyia,Sericomyia militaris,species
Root,Animalia,kingdom
Psammobiidae,Hiatula,genus
Neumichtis,Neumichtis saliaris,species
Psychodidae,Psychodopygus,genus
Ophiothrix,Ophiothrix exigua,species
Tetragnathidae,Chrysometa,genus
Xanthorhoe,Xanthorhoe Sullivan5061,species
Pullimosina,Pullimosina heteroneura,species
Halichoeres,Halichoeres zeylonicus,species
Pieridae,Colotis,genus
Caridina,Caridina rubella,species
Brosme,Brosme brosme,species
Isochromodes,Isochromodes Janzen63,species
Siganus,Siganus sutor,species
Hemiptera,Diaspididae,family
Chrysomela,Chrysomela interrupta,species
Cernosvitoviella,Cernosvitoviella atrata,species
Cyprinidae,Scardinius,genus
Peronosporales,Pythiaceae,family
Lasioglossum,Lasioglossum halophitum,species
Micropterigidae,Kurokopteryx,genus
Caricea,Caricea erythrocera,species
Stenus,Stenus parallelopipedus,species
Lycodes,Lycodes diapterus,species
Erebidae,Toxonprucha,genus
Gamasellus,Gamasellus sp. JCS09,species
Microbacteriaceae,Leifsonia,genus
Sympetrum,Sympetrum semicinctum,species
Alauda,Alauda arvensis,species
Desoria,Desoria grisea,species
Noctuidae,Epicyrtica,genus
Paralithodes,Paralithodes camtschaticus,species
Parnassius,Parnassius jacobsoni,species
Netelia,Netelia pagoni,species
Animalia,Annelida,phylum
Nemobius,Nemobius sylvestris,species
Hesperiidae,Burnsius,genus
Berndtia,Berndtia purpurea,species
Miridae,Amblytylus,genus
Ariidae,Bagre,genus
Eois,Eois dibapha,species
Gemmuloborsonia,Gemmuloborsonia neocaledonica,species
Encyrtidae,Ooencyrtus,genus
Texananus,Texananus dolus,species
Cerambycidae,Plagiohammus,genus
Gordionus,Gordionus chinensis,species
Coras,Coras montanus,species
Chrysops,Chrysops ater,species
Tetradonia,Tetradonia marginalis,species
Characidae,Roeboexodon,genus
Rhyparochromidae,Gastrodes,genus
Pantilius,Pantilius tunicatus,species
Gymnetis,Gymnetis wollastoniASolisS2,species
Ciconia,Ciconia nigra,species
Carabus,Carabus nemoralis,species
Quadraceps,Quadraceps similis,species
Gyraulus,Gyraulus sp.,species
Nymphalidae,Chlosyne,genus
Anthela,Anthela achromataEF02,species
Pentatomidae,Taurocerus,genus
Rhodymeniaceae,Rhodymenia,genus
Streptocephalidae,Streptocephalus,genus
Lutjanidae,Ocyurus,genus
Abaciscus,Abaciscus costimacula,species
Mytilidae,Idas,genus
Sanys,Sanys evanescens,species
Coleoptera,Scarabaeidae,family
Pristiphora,Pristiphora micronematica,species
Anopheles,Anopheles rangeli,species
Cosmopterigidae,cosMalaise01,genus
Adelognathus,Adelognathus chrysopygus,species
Mammalia,Rodentia,order
Trichocera,Trichocera regelationis,species
Tenebrionidae,Prionychus,genus
Cerapanorpa,Cerapanorpa brevicornis,species
Poeciliopsis,Poeciliopsis gracilis,species
Sabulodes,Sabulodes caberata,species
Tingidae,Corythucha,genus
Chionodes,Chionodes electella,species
Niphargus,Niphargus decui,species
Acleris,Acleris variegana,species
Plagodis,Plagodis alcoolaria,species
Clastobasis,Clastobasis tryoni,species
Aglaoctenus,Aglaoctenus lagotis,species
Capitellidae,Capitella,genus
Bacillales,Bacillaceae,family
Paratanytarsus,Paratanytarsus abiskoensis,species
Schizothorax,Schizothorax davidi,species
Mimus,Mimus patagonicus,species
Hypena,Dichromia quinqualis,species
Accipitridae,Accipiter,genus
Isopoda,Idoteidae,family
Balacra,Balacra pulchra,species
Crabronidae,Steniolia,genus
Aplos,Aplos simplex,species
Miridae,Capsodes,genus
Tachinidae,Loewia,genus
Smittia,Smittia sp. 17ES,species
Dicroglossidae,Nanorana,genus
Conotrachelus,Conotrachelus elegans,species
Xysticus,Xysticus luctuosus,species
Curculionidae,Cryphalus,genus
Hydroptila,Hydroptila waubesiana,species
Stenopsychidae,Stenopsychodes,genus
Plectrocnemia,Plectrocnemia aureola,species
Hormathiidae,Hormathia,genus
Coleoptera,Endomychidae,family
Cyphon,Cyphon neovariabilis,species
Ichneumonidae,Sussaba,genus
Staphylinidae,Acrotona,genus
Spodoptera,Spodoptera cilium,species
Polyxenida,Polyxenidae,family
Ubida,Ubida ramostriellus,species
Braconidae,Epsilogaster,genus
Neocrambus,Neocrambus wolfschlaegeri,species
Araneidae,Gibbaranea,genus
Balionycteris,Balionycteris maculata,species
Empria,Empria pumila,species
Gomphidae,Microgomphus,genus
Ophiosphalma,Ophiosphalma glabrum,species
Aphrophoridae,Omalophora,genus
Monogenea,Mazocraeidea,order
Acolasis,Coenipeta nubila,species
Amynthas,Amynthas sp.,species
Lamna,Lamna ditropis,species
Chironomidae,Cladopelma,genus
Walckenaeria,Walckenaeria directa,species
Epicephala,Epicephala sp. B AK2014,species
Otididae,Otis,genus
Hybos,Hybos femoratus,species
Pectinida,Anomiidae,family
Megachile,Megachile hera,species
Plica,Plica umbra,species
Calodexia,Calodexia Malaise3881,species
Notoacmea,Notoacmea elongata,species
Aphididae,Thelaxes,genus
Eumerus,Eumerus aurofinis,species
Crambidae,Salbia,genus
Hymenomima,Hymenomima memorDHJ01,species
Lanceolaria,Lanceolaria oxyrhyncha,species
Periclina,Periclina apricaria,species
Formicidae,Discothyrea,genus
Lebertia,Lebertia inaequalis,species
Caiman,Caiman crocodilus crocodilus X yacare,species
Cicadellidae,Cabrulus,genus
Crambidia,Crambidia cephalica,species
Iridopsis,Iridopsis larvaria,species
Anochetus,Anochetus pubescens,species
Geometridae,Lobopola,genus
Insecta,Orthoptera,order
Geometridae,Melanoscia,genus
Trombiculidae,Walchia,genus
Caloptilia,Caloptilia sp. RN-2016,species
Bactra,Bactra verutanaDHJ02,species
Parazoanthidae,Parazoanthus,genus
Perittia,Perittia herrichiella,species
Ascidae,Iphidozercon,genus
Ophiocten,Ophiocten sericeum,species
Curculionidae,Morimotodes,genus
Gelechiidae,Athrips,genus
Semioscopis,Semioscopis japonicella,species
Phloeosinus,Phloeosinus rudis,species
Araneae,Theraphosidae,family
Gammarus,Gammarus setosus,species
encyrMalaise01,encyrMalaise01 Malaise5211,species
Lobelia,Lobelia inflata,species
Philosciidae,Laevophiloscia,genus
Trogoptera,Trogoptera salvitaDHJ02,species
Eimeria,Eimeria brunetti,species
Cyanapion,Cyanapion gyllenhalii,species
Dicosmoecus,Dicosmoecus obscuripennis,species
Crambidae,Argyractis,genus
Encyrtidae,Psyllaephagus,genus
Iscadia,Iscadia Poole02DHJ03,species
Sirex,Sirex juvencus,species
Trichoptera,Glossosomatidae,family
Phryganeidae,Oligostomis,genus
Lygephila,Asticta recta,species
Protapanteles,Protapanteles militaris,species
Radix,Radix sp. clade 6,species
Megaselia,Megaselia tecticauda,species
Vescelia,Vescelia dulcis,species
Basalys,Basalys formicarium,species
Busckiella,Busckiella lecythidis,species
Muscidae,Caricea,genus
Mazzaella,Mazzaella splendens,species
Mordellistena,Pseudomordellina erdoesi,species
Hydrobiosidae,Ulmerochorema,genus
Xubida,Xubida punctilineella,species
Thaliacea,Salpida,order
Cydia,Cydia succedana,species
Colletes,Colletes floralis,species
Lauxaniidae,Cestrotus,genus
Chrysoexorista,Chrysoexorista Malaise2386,species
Sweltsa,Sweltsa pacifica,species
Scythris,Scythris cultelloides,species
Cicadidae,Amphipsalta,genus
Perciformes,Lutjanidae,family
Geometridae,Pelagodes,genus
Hyperthaema,Hyperthaema punctata,species
Elmidae,Dubiraphia,genus
cryptJanzen01,cryptJanzen01 Malaise3268,species
Pyralidae,Ceutholopha,genus
Ellobiidae,Ellobium,genus
Hymenoptera,Thynnidae,family
Misogada,Misogada spectra,species
Gypsochares,Gypsochares baptodactylus,species
Yphria,Yphria californica,species
Spirembolus,Spirembolus mundus,species
Nymphalidae,Pseudoscada,genus
Nerita,Nerita scabricosta,species
Monoctonus,Monoctonus brachyradius,species
Phoridae,Aenigmatias,genus
Armadillidium,Armadillidium lobocurvum,species
Pelegrina,Pelegrina montana,species
Xanthobacteraceae,Bradyrhizobium,genus
Propylea,Propylea japonica,species
Sargocentron,Sargocentron spiniferum,species
Dolichopodidae,Dolichopus,genus
Plectrocnemia,Plectrocnemia smithae,species
Magallana,Magallana angulata,species
Gadidae,Eleginus,genus
Erebidae,Coenobela,genus
PhoxocephalidaeNZD,PhoxocephalidaeNZD sp. 43,species
Megaselia,Megaselia elongata,species
Priolepis,Priolepis compita,species
Bithyniidae,Hydrobioides,genus
Coraciiformes,Meropidae,family
Krendowskiidae,Krendowskia,genus
Coelopa,Coelopa pilipes,species
Anomala,Anomala cyclops,species
Eois,Eois albosignata,species
Rhammatocerus,Rhammatocerus brasiliensis,species
Neuroptera,Myrmeleontidae,family
Clupeidae,Stolothrissa,genus
Pyralidae,Orthaga,genus
Bivalvia,Pectinida,order
Heterorhabdus,Heterorhabdus norvegicus,species
Carabidae,Abroscelis,genus
Pteronarcyidae,Pteronarcella,genus
Tetranychus,Tetranychus pacificus,species
Scytosiphonaceae,Petalonia,genus
Sphecidae,Palmodes,genus
Gordiodrilus,Gordiodrilus elegans,species
Scambus,Scambus brevicornis,species
Copidosoma,Copidosoma chalconotum,species
Crambidae,Desmia,genus
Celerena,Celerena griseofusa,species
Jania,Jania sp.,species
Eudonia,Eudonia phaeoleuca,species
Chaetostigmoptera,Chaetostigmoptera Malaise5220,species
Holothuriidae,Actinopyga,genus
Anopheles,Anopheles quadrimaculatus,species
Dipsastraea,Dipsastraea favus,species
Tropheus,Tropheus moorii,species
Libellulidae,Selysiothemis,genus
Pachylia,Pachylia ficusDHJ02,species
Cyprinidae,Osteobrama,genus
Riodinidae,Pirascca,genus
Camaenidae,Cathaica,genus
Citheronia,Citheronia bellavista,species
Syrphidae,Sphaerophoria,genus
Pansemna,Pansemna beryllodes,species
Heterospilus,Heterospilus malaise4913,species
Trichogramma,Trichogramma dendrolimi,species
Diplodus,Diplodus puntazzo,species
Spilichneumon,Spilichneumon johansoni,species
Omus,Omus dejeanii,species
Cheilosia,Cheilosia impressa,species
gelJanzen01,gelJanzen01 Janzen360,species
Dysbatus,Dysbatus singularis,species
Plebeia,Plebeia minima,species
Suillia,Suillia barberi,species
Lymantria,Lymantria schaeferi,species
Staphylinidae,Oxypoda,genus
Aleochara,Aleochara verna,species
Peristernia,Peristernia nassatula,species
Hydromyza,Hydromyza livens,species
Culiseta,Culiseta impatiens,species
Scambus,Scambus jft02,species
Bradycellus,Bradycellus harpalinus,species
Carpodacus,Carpodacus erythrinus,species
Pseudebulea,Pseudebulea fentoni,species
Aleochara,Aleochara intricata,species
Ernobius,Ernobius subopacus,species
Rachispoda,Rachispoda lutosoidea,species
Megaselia,Megaselia tama,species
Apidae,Bombus,genus
Rajidae,Dentiraja,genus
Cynomya,Cynomya cadaverina,species
Baileya,Baileya ellessyoo,species
Mecoptera,Panorpidae,family
Stilbia,Stilbia faillae,species
Stylommatophora,Urocoptidae,family
Paradidyma,Paradidyma Malaise2558,species
Culex,Culex univittatus,species
Cimex,Cimex hemipterus,species
Alcidae,Alca,genus
Characidae,Astyanax,genus
Erebidae,Metopta,genus
Colletes,Colletes lacunatus,species
Lophorrhachia,Lophorrhachia insulsa,species
Ceroplastes,Ceroplastes japonicus,species
Cuculidae,Piaya,genus
Oligophlebodes,Oligophlebodes minutus,species
Morpho,Morpho rhetenor,species
Kateretidae,Heterhelus,genus
Hippopotamyrus,Hippopotamyrus weeksii,species
Braconidae,Wilkinsonellus,genus
Lophocampa,Lophocampa amaxiaeformisDHJ02,species
Metriotes,Metriotes lutarea,species
Erebidae,Leichosila,genus
Bionectriaceae,Bionectria,genus
Phantia,Phantia subquadrata,species
Cicadula,Cicadula subcupraea,species
Rhopalomastix,Rhopalomastix javana,species
Cylindrotoma,Cylindrotoma japonica,species
Physiphora,Physiphora clausa,species
Nylanderia,Nylanderia parvula,species
Gymnothorax,Gymnothorax pseudothyrsoideus,species
Python,Python natalensis,species
Braconidae,Dolichozele,genus
Pachybela,Pachybela sp. ANIC55,species
Scutelleridae,Augocoris,genus
Meliphaga,Meliphaga aruensis,species
Papilio,Papilio krishna,species
Lampanyctus,Lampanyctus alatus,species
Lebia,Lebia atriceps,species
Etheostoma,Etheostoma chlorobranchium,species
Zenaida,Zenaida auriculata,species
Barsine,Barsine striata,species
Notodontidae,Niganda,genus
Euura,Euura venusta,species
Dendrophylliidae,Astroides,genus
Axiocerses,Axiocerses tbo sp6,species
Anastatus,Anastatus orientalis,species
Scarabaeidae,Maladera,genus
Anastelgis,Anastelgis jaramilloi,species
Neoniphon,Neoniphon argenteus,species
Lasius,Lasius brunneus,species
Jaydia,Jaydia carinatus,species
Tachinidae,Linnaemya,genus
Cistopus,Cistopus taiwanicus,species
Epiloboceridae,Epilobocera,genus
Splendeuptychia,Splendeuptychia mercedes,species
Hylomyrma,Hylomyrma dentiloba,species
Balanomorpha,Balanidae,family
Antaeotricha,Antaeotricha radicalisDHJ01,species
Astrapogon,Astrapogon puncticulatus,species
Pyralidae,Jokara,genus
Phrurolithus,Phrurolithus festivus,species
Capnocytophaga,Capnocytophaga,species
Dryophthoridae,Rhynchophorus,genus
Epidesma,Epidesma ursulaDHJ03,species
Calliteara,Calliteara axutha,species
Cisthene,Illice sp. 1YB,species
Ichneumonidae,Paraphylax,genus
Ailia,Ailia coila,species
Mompha,Mompha ricina,species
Synagrops,Synagrops sp. n. DM-2023,species
Rivulidae,Rivulus,genus
Tasmantrix,Tasmantrix thula,species
Punctidae,Punctum,genus
Synchita,Synchita humeralis,species
Monochamus,Monochamus carolinensis,species
Acrididae,Oedaleus,genus
Tenthredo,Tenthredo moniliata,species
Rodentia,Heteromyidae,family
Drino,Drino Wood06DHJ01,species
Macropogon,Macropogon piceus,species
Buccinanopsidae,Buccinanops,genus
Membracidae,Tortistilus,genus
Deltocephalus,Deltocephalus fuscinervosus,species
Sarcoptiformes,Hermanniellidae,family
Smarididae,Smaris,genus
Sciaridae,Zygoneura,genus
Myctophidae,Lepidophanes,genus
Shijimiaeoides,Shijimiaeoides divina,species
Cirratulidae,Aphelochaeta,genus
Bibio,Bibio femoratus,species
Throscidae,Trixagus,genus
Chorosoma,Chorosoma schillingii,species
Toxonevra,Toxonevra jucunda,species
Metaseiulus,Metaseiulus herbertae,species
Gomphidae,Lestinogomphus,genus
Orthoptera,Schizodactylidae,family
Histura,Histura Janzen343,species
Gonodonta,Gonodonta syrnaDHJ01,species
Bacteria,Actinobacteriota,phylum
Monacanthus,Monacanthus chinensis,species
Sarcophagidae,Boettcheria,genus
Harpiosquilla,Harpiosquilla raphidea,species
Stictoleptura,Stictoleptura scutellata,species
Tachinidae,Eribella,genus
Megaselia,Megaselia agarici,species
Yphthimoides,Yphthimoides sp. CP12-04,species
Lygropia,Lygropia erythrobathrum,species
Mothonica,Mothonica BioLep76,species
autoBioLep01,autoBioLep01 BioLep193,species
Scopula,Scopula rufistigma,species
Careproctus,Careproctus gilberti,species
Chelostoma,Chelostoma ventrale,species
Folsomia,Folsomia bisetosa,species
Spinulosida,Echinasteridae,family
Cicadellidae,Paramesus,genus
Isotes,Isotes multipunctata,species
Leuctridae,Paraleuctra,genus
Calathus,Calathus opaculus,species
Gecarcinucidae,Austrothelphusa,genus
Paskentanidae,Ifremeria,genus
Coenosia,Coenosia tigrina,species
Ophion,Ophion sp. MS13539,species
Blenniidae,Alticus,genus
Perciformes,Symphysanodontidae,family
Pholcidae,Modisimus,genus
Papias,Papias integra,species
Decapoda,Portunidae,family
Chrysopa,Chrysopa quadripunctata,species
Thunnus,Thunnus atlanticus,species
Psyllobora,Psyllobora vigintimaculata,species
Littoraria,Littoraria vespacea,species
Donuca,Donuca spectabilis,species
Saccharomycodaceae,Saccharomycodes,genus
Desmia,Desmia ploralisDHJ03,species
Nycteola,Nycteola siculana,species
Lithocharodes,Lithocharodes longicollis,species
Gelechiidae,Epiphthora,genus
Passeriformes,Psophodidae,family
Muscidae,Philornis,genus
Carcharodus,Carcharodus alceae,species
Sphecodes,Sphecodes marginatus,species
Trypoxylon,Trypoxylon politum,species
Loimia,Loimia sp. MBM286587,species
Cryptocellus,Cryptocellus peckorum,species
Coptotriche,Coptotriche aenea,species
Passeriformes,Notiomystidae,family
Xylophanes,Xylophanes pluto,species
Salassa,Salassa bhutanensis,species
Pyralidae,Chrysauginae_genus,genus
Eucosma,Eucosma indagatricana,species
Haemadipsa,Haemadipsa japonica,species
Cercopithecidae,Macaca,genus
Porites,Porites astreoides,species
Empididae,Chelifera,genus
Blastobasis,Blastobasis phycidella,species
Phytomyza,Phytomyza mimuli,species
Pilidiophora,Heteronemertea,order
Nereididae,Pseudonereis,genus
Nemoura,Nemoura cinerea,species
Plagiolepis,Plagiolepis pallescens,species
Anacampsis,Anacampsis lacteusochrella,species
Acronicta,Acronicta laetifica,species
Opharus,Opharus rudis,species
Lasioglossum,Lasioglossum tenax,species
Noctuidae,Nikara,genus
Cotingidae,Tityra,genus
Entomobrya,Entomobrya albocincta,species
Phyllocnistis,Phyllocnistis citrella,species
Elachistidae,Palaeomystella,genus
Actinosynnema,Actinosynnema mirum,species
Ditula,Ditula angustiorana,species
Gryllidae,Neoxabea,genus
Sarpa,Sarpa salpa,species
Rilaena,Rilaena triangularis,species
blastoBioLep01,blastoBioLep01 BioLep106,species
Erebidae,Thyas,genus
Noctuidae,Ectopatria,genus
Tapinoma,Tapinoma indicum,species
Automeris,Automeris dagmarae,species
Lucanidae,Neolucanus,genus
Hypothenemus,Hypothenemus sp. H176,species
Geometridae,Certima,genus
Limacodidae,Narosa,genus
Scarabaeidae,Euonthophagus,genus
Passeriformes,Zosteropidae,family
Chthoniidae,Tyrannochthonius,genus
Callisto,Callisto denticulella,species
Sarcoptiformes,Trhypochthoniidae,family
Notodontidae,Phaeochlaena,genus
Nicrophorus,Nicrophorus concolor,species
Araneae,Liocranidae,family
Tegostoma,Tegostoma confluentalis,species
Metacnephia,Metacnephia boreale,species
Ranidae,Sylvirana,genus
Lamprempis,Lamprempis sp. 1 BKC-2015,species
Gymnothorax,Gymnothorax buroensis,species
Monecphora,Monecphora cingulata,species
Tiliaphis,Tiliaphis pseudoshinae,species
Pemphredon,Pemphredon lugens,species
Spelobia,Spelobia bifrons,species
Isopoda,Cirolanidae,family
Austrosimulium,Austrosimulium laticorne,species
Ethmia,Ethmia catapelticaDHJ03,species
Hypatopa,Hypatopa bilobata,species
Cichlidae,Symphysodon,genus
Catabenoides,Catabenoides terminellus,species
Brachyunguis,Brachyunguis harmalae,species
Chrysophana,Chrysophana placida,species
Macrocera,Macrocera stigmoides,species
Oecophoridae,Ocystola,genus
Cyphon,Cyphon obscurellus,species
Fucaceae,Fucus,genus
Sigalionidae,Pholoe,genus
Linyphiidae,Millidgella,genus
Lithothamnion,Lithothamnion glaciale,species
Euglyphis,Euglyphis bipuncta,species
Leptoceridae,Symphitoneuria,genus
Trixoscelis,Trixoscelis tumida,species
Oeneis,Oeneis brucei,species
Mesobiotus,Mesobiotus furciger,species
Gryllidae,Modicogryllus,genus
Agonopterix,Agonopterix carduella,species
gelMalaise01,gelMalaise01 Malaise6776,species
Bacillaceae,Bacillus,genus
Tephritidae,Blepharoneura,genus
Chionodes,Chionodes sp.,species
Chironomidae,Trichochilus,genus
Eupackardia,Eupackardia calleta,species
Tetraodontiformes,Molidae,family
Vibrionaceae,Vibrio,genus
Hesionidae,Nereimyra,genus
Pheidole,Pheidole pugnax,species
Prionopelta,Prionopelta xerosilva,species
Arion,Arion subfuscus,species
Quedius,Quedius fuliginosus,species
Notodontidae,Disphragis,genus
Bovidae,Philantomba,genus
Aldrichetta,Aldrichetta forsteri,species
Crambidae,Crambus,genus
Sabellida,Sabellariidae,family
Mormyrus,Mormyrus hasselquistii,species
Gobiidae,Gobiopterus,genus
Cyclocephala,Cyclocephala amblyopsis,species
Cardiacephala,Cardiacephala arthritica,species
Cryptocercus,Cryptocercus shennongjiaensis,species
Busseola,Busseola sp. BUOUG3859,species
Polygyridae,Vespericola,genus
Calidota,Calidota strigosa,species
Dicroglossidae,Fejervarya,genus
Podabrus,Podabrus rugosulus,species
Sessilia,Pyrgomatidae,family
Aeshnidae,Brachytron,genus
Isotoma,Isotoma riparia,species
Drosophila,Drosophila buzzatii,species
Tamarixia,Tamarixia pronomus,species
Coraciidae,Eurystomus,genus
Pyralidae,Gephyra,genus
Hesperiidae,Mnasicles,genus
Freyellidae,Freyellaster,genus
Korscheltellus,Korscheltellus lupulina,species
Gadidae,Micromesistius,genus
Erebidae,Gabara,genus
Callionymus,Callionymus belcheri,species
